DIVISION,STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2019
2,36,5,New York,Bronx County,1418207
2,36,7,New York,Broome County,190488
2,36,9,New York,Cattaraugus County,76117
2,36,11,New York,Cayuga County,76576
2,36,13,New York,Chautauqua County,126903
2,36,15,New York,Chemung County,83456
2,36,17,New York,Chenango County,47207
2,36,19,New York,Clinton County,80485
2,36,21,New York,Columbia County,59461
2,36,23,New York,Cortland County,47581
2,36,25,New York,Delaware County,44135
2,36,27,New York,Dutchess County,294218
2,36,29,New York,Erie County,918702
2,36,31,New York,Essex County,36885
2,36,33,New York,Franklin County,50022
2,36,35,New York,Fulton County,53383
2,36,37,New York,Genesee County,57280
2,36,39,New York,Greene County,47188
2,36,41,New York,Hamilton County,4416
2,36,43,New York,Herkimer County,61319
2,36,45,New York,Jefferson County,109834
2,36,47,New York,Kings County,2559903
2,36,49,New York,Lewis County,26296
2,36,51,New York,Livingston County,62914
2,36,53,New York,Madison County,70941
2,36,55,New York,Monroe County,741770
2,36,57,New York,Montgomery County,49221
2,36,59,New York,Nassau County,1356924
2,36,61,New York,New York County,1628706
2,36,63,New York,Niagara County,209281
2,36,65,New York,Oneida County,228671
2,36,67,New York,Onondaga County,460528
2,36,69,New York,Ontario County,109777
2,36,71,New York,Orange County,384940
2,36,73,New York,Orleans County,40352
2,36,75,New York,Oswego County,117124
2,36,77,New York,Otsego County,59493
2,36,79,New York,Putnam County,98320
2,36,81,New York,Queens County,2253858
2,36,83,New York,Rensselaer County,158714
2,36,85,New York,Richmond County,476143
2,36,87,New York,Rockland County,325789
2,36,89,New York,St. Lawrence County,107740
2,36,91,New York,Saratoga County,229863
2,36,93,New York,Schenectady County,155299
2,36,95,New York,Schoharie County,30999
2,36,97,New York,Schuyler County,17807
2,36,99,New York,Seneca County,34016
2,36,101,New York,Steuben County,95379
2,36,103,New York,Suffolk County,1476601
2,36,105,New York,Sullivan County,75432
2,36,107,New York,Tioga County,48203
2,36,109,New York,Tompkins County,102180
2,36,111,New York,Ulster County,177573
2,36,113,New York,Warren County,63944
2,36,115,New York,Washington County,61204
2,36,117,New York,Wayne County,89918
2,36,119,New York,Westchester County,967506
2,36,121,New York,Wyoming County,39859
2,36,123,New York,Yates County,24913
5,37,0,North Carolina,North Carolina,10488084
5,37,1,North Carolina,Alamance County,169509
5,37,3,North Carolina,Alexander County,37497
5,37,5,North Carolina,Alleghany County,11137
5,37,7,North Carolina,Anson County,24446
5,37,9,North Carolina,Ashe County,27203
5,37,11,North Carolina,Avery County,17557
5,37,13,North Carolina,Beaufort County,46994
5,37,15,North Carolina,Bertie County,18947
5,37,17,North Carolina,Bladen County,32722
5,37,19,North Carolina,Brunswick County,142820
5,37,21,North Carolina,Buncombe County,261191
5,37,23,North Carolina,Burke County,90485
5,37,25,North Carolina,Cabarrus County,216453
5,37,27,North Carolina,Caldwell County,82178
5,37,29,North Carolina,Camden County,10867
5,37,31,North Carolina,Carteret County,69473
5,37,33,North Carolina,Caswell County,22604
5,37,35,North Carolina,Catawba County,159551
5,37,37,North Carolina,Chatham County,74470
5,37,39,North Carolina,Cherokee County,28612
5,37,41,North Carolina,Chowan County,13943
5,37,43,North Carolina,Clay County,11231
5,37,45,North Carolina,Cleveland County,97947
5,37,47,North Carolina,Columbus County,55508
5,37,49,North Carolina,Craven County,102139
5,37,51,North Carolina,Cumberland County,335509
5,37,53,North Carolina,Currituck County,27763
5,37,55,North Carolina,Dare County,37009
5,37,57,North Carolina,Davidson County,167609
5,37,59,North Carolina,Davie County,42846
5,37,61,North Carolina,Duplin County,58741
5,37,63,North Carolina,Durham County,321488
5,37,65,North Carolina,Edgecombe County,51472
5,37,67,North Carolina,Forsyth County,382295
5,37,69,North Carolina,Franklin County,69685
5,37,71,North Carolina,Gaston County,224529
5,37,73,North Carolina,Gates County,11562
5,37,75,North Carolina,Graham County,8441
5,37,77,North Carolina,Granville County,60443
5,37,79,North Carolina,Greene County,21069
5,37,81,North Carolina,Guilford County,537174
5,37,83,North Carolina,Halifax County,50010
5,37,85,North Carolina,Harnett County,135976
5,37,87,North Carolina,Haywood County,62317
5,37,89,North Carolina,Henderson County,117417
5,37,91,North Carolina,Hertford County,23677
5,37,93,North Carolina,Hoke County,55234
5,37,95,North Carolina,Hyde County,4937
5,37,97,North Carolina,Iredell County,181806
5,37,99,North Carolina,Jackson County,43938
5,37,101,North Carolina,Johnston County,209339
5,37,103,North Carolina,Jones County,9419
5,37,105,North Carolina,Lee County,61779
5,37,107,North Carolina,Lenoir County,55949
5,37,109,North Carolina,Lincoln County,86111
5,37,111,North Carolina,McDowell County,45756
5,37,113,North Carolina,Macon County,35858
5,37,115,North Carolina,Madison County,21755
5,37,117,North Carolina,Martin County,22440
5,37,119,North Carolina,Mecklenburg County,1110356
5,37,121,North Carolina,Mitchell County,14964
5,37,123,North Carolina,Montgomery County,27173
5,37,125,North Carolina,Moore County,100880
5,37,127,North Carolina,Nash County,94298
5,37,129,North Carolina,New Hanover County,234473
5,37,131,North Carolina,Northampton County,19483
5,37,133,North Carolina,Onslow County,197938
5,37,135,North Carolina,Orange County,148476
5,37,137,North Carolina,Pamlico County,12726
5,37,139,North Carolina,Pasquotank County,39824
5,37,141,North Carolina,Pender County,63060
5,37,143,North Carolina,Perquimans County,13463
5,37,145,North Carolina,Person County,39490
5,37,147,North Carolina,Pitt County,180742
5,37,149,North Carolina,Polk County,20724
5,37,151,North Carolina,Randolph County,143667
5,37,153,North Carolina,Richmond County,44829
5,37,155,North Carolina,Robeson County,130625
5,37,157,North Carolina,Rockingham County,91010
5,37,159,North Carolina,Rowan County,142088
5,37,161,North Carolina,Rutherford County,67029
5,37,163,North Carolina,Sampson County,63531
5,37,165,North Carolina,Scotland County,34823
5,37,167,North Carolina,Stanly County,62806
5,37,169,North Carolina,Stokes County,45591
5,37,171,North Carolina,Surry County,71783
5,37,173,North Carolina,Swain County,14271
5,37,175,North Carolina,Transylvania County,34385
5,37,177,North Carolina,Tyrrell County,4016
5,37,179,North Carolina,Union County,239859
5,37,181,North Carolina,Vance County,44535
5,37,183,North Carolina,Wake County,1111761
5,37,185,North Carolina,Warren County,19731
5,37,187,North Carolina,Washington County,11580
5,37,189,North Carolina,Watauga County,56177
5,37,191,North Carolina,Wayne County,123131
5,37,193,North Carolina,Wilkes County,68412
5,37,195,North Carolina,Wilson County,81801
5,37,197,North Carolina,Yadkin County,37667
5,37,199,North Carolina,Yancey County,18069
4,38,0,North Dakota,North Dakota,762062
4,38,1,North Dakota,Adams County,2216
4,38,3,North Dakota,Barnes County,10415
4,38,5,North Dakota,Benson County,6832
4,38,7,North Dakota,Billings County,928
4,38,9,North Dakota,Bottineau County,6282
4,38,11,North Dakota,Bowman County,3024
4,38,13,North Dakota,Burke County,2115
4,38,15,North Dakota,Burleigh County,95626
4,38,17,North Dakota,Cass County,181923
4,38,19,North Dakota,Cavalier County,3762
4,38,21,North Dakota,Dickey County,4872
4,38,23,North Dakota,Divide County,2264
4,38,25,North Dakota,Dunn County,4424
4,38,27,North Dakota,Eddy County,2287
4,38,29,North Dakota,Emmons County,3241
4,38,31,North Dakota,Foster County,3210
4,38,33,North Dakota,Golden Valley County,1761
4,38,35,North Dakota,Grand Forks County,69451
4,38,37,North Dakota,Grant County,2274
4,38,39,North Dakota,Griggs County,2231
4,38,41,North Dakota,Hettinger County,2499
4,38,43,North Dakota,Kidder County,2480
4,38,45,North Dakota,LaMoure County,4046
4,38,47,North Dakota,Logan County,1850
4,38,49,North Dakota,McHenry County,5745
4,38,51,North Dakota,McIntosh County,2497
4,38,53,North Dakota,McKenzie County,15024
4,38,55,North Dakota,McLean County,9450
4,38,57,North Dakota,Mercer County,8187
4,38,59,North Dakota,Morton County,31364
4,38,61,North Dakota,Mountrail County,10545
4,38,63,North Dakota,Nelson County,2879
4,38,65,North Dakota,Oliver County,1959
4,38,67,North Dakota,Pembina County,6801
4,38,69,North Dakota,Pierce County,3975
4,38,71,North Dakota,Ramsey County,11519
4,38,73,North Dakota,Ransom County,5218
4,38,75,North Dakota,Renville County,2327
4,38,77,North Dakota,Richland County,16177
4,38,79,North Dakota,Rolette County,14176
4,38,81,North Dakota,Sargent County,3898
4,38,83,North Dakota,Sheridan County,1315
4,38,85,North Dakota,Sioux County,4230
4,38,87,North Dakota,Slope County,750
4,38,89,North Dakota,Stark County,31489
4,38,91,North Dakota,Steele County,1890
4,38,93,North Dakota,Stutsman County,20704
4,38,95,North Dakota,Towner County,2189
4,38,97,North Dakota,Traill County,8036
4,38,99,North Dakota,Walsh County,10641
4,38,101,North Dakota,Ward County,67641
4,38,103,North Dakota,Wells County,3834
4,38,105,North Dakota,Williams County,37589
3,39,0,Ohio,Ohio,11689100
3,39,1,Ohio,Adams County,27698
3,39,3,Ohio,Allen County,102351
3,39,5,Ohio,Ashland County,53484
3,39,7,Ohio,Ashtabula County,97241
3,39,9,Ohio,Athens County,65327
3,39,11,Ohio,Auglaize County,45656
3,39,13,Ohio,Belmont County,67006
3,39,15,Ohio,Brown County,43432
3,39,17,Ohio,Butler County,383134
3,39,19,Ohio,Carroll County,26914
3,39,21,Ohio,Champaign County,38885
3,39,23,Ohio,Clark County,134083
3,39,25,Ohio,Clermont County,206428
3,39,27,Ohio,Clinton County,41968
3,39,29,Ohio,Columbiana County,101883
3,39,31,Ohio,Coshocton County,36600
3,39,33,Ohio,Crawford County,41494
3,39,35,Ohio,Cuyahoga County,1235072
3,39,37,Ohio,Darke County,51113
3,39,39,Ohio,Defiance County,38087
3,39,41,Ohio,Delaware County,209177
3,39,43,Ohio,Erie County,74266
3,39,45,Ohio,Fairfield County,157574
3,39,47,Ohio,Fayette County,28525
3,39,49,Ohio,Franklin County,1316756
3,39,51,Ohio,Fulton County,42126
3,39,53,Ohio,Gallia County,29898
3,39,55,Ohio,Geauga County,93649
3,39,57,Ohio,Greene County,168937
3,39,59,Ohio,Guernsey County,38875
3,39,61,Ohio,Hamilton County,817473
3,39,63,Ohio,Hancock County,75783
3,39,65,Ohio,Hardin County,31365
3,39,67,Ohio,Harrison County,15040
3,39,69,Ohio,Henry County,27006
3,39,71,Ohio,Highland County,43161
3,39,73,Ohio,Hocking County,28264
3,39,75,Ohio,Holmes County,43960
3,39,77,Ohio,Huron County,58266
3,39,79,Ohio,Jackson County,32413
3,39,81,Ohio,Jefferson County,65325
3,39,83,Ohio,Knox County,62322
3,39,85,Ohio,Lake County,230149
3,39,87,Ohio,Lawrence County,59463
3,39,89,Ohio,Licking County,176862
3,39,91,Ohio,Logan County,45672
3,39,93,Ohio,Lorain County,309833
3,39,95,Ohio,Lucas County,428348
3,39,97,Ohio,Madison County,44731
3,39,99,Ohio,Mahoning County,228683
3,39,101,Ohio,Marion County,65093
3,39,103,Ohio,Medina County,179746
3,39,105,Ohio,Meigs County,22907
3,39,107,Ohio,Mercer County,41172
3,39,109,Ohio,Miami County,106987
3,39,111,Ohio,Monroe County,13654
3,39,113,Ohio,Montgomery County,531687
3,39,115,Ohio,Morgan County,14508
3,39,117,Ohio,Morrow County,35328
3,39,119,Ohio,Muskingum County,86215
3,39,121,Ohio,Noble County,14424
3,39,123,Ohio,Ottawa County,40525
3,39,125,Ohio,Paulding County,18672
3,39,127,Ohio,Perry County,36134
3,39,129,Ohio,Pickaway County,58457
3,39,131,Ohio,Pike County,27772
3,39,133,Ohio,Portage County,162466
3,39,135,Ohio,Preble County,40882
3,39,137,Ohio,Putnam County,33861
3,39,139,Ohio,Richland County,121154
3,39,141,Ohio,Ross County,76666
3,39,143,Ohio,Sandusky County,58518
3,39,145,Ohio,Scioto County,75314
3,39,147,Ohio,Seneca County,55178
3,39,149,Ohio,Shelby County,48590
3,39,151,Ohio,Stark County,370606
3,39,153,Ohio,Summit County,541013
3,39,155,Ohio,Trumbull County,197974
3,39,157,Ohio,Tuscarawas County,91987
3,39,159,Ohio,Union County,58988
3,39,161,Ohio,Van Wert County,28275
3,39,163,Ohio,Vinton County,13085
3,39,165,Ohio,Warren County,234602
3,39,167,Ohio,Washington County,59911
3,39,169,Ohio,Wayne County,115710
3,39,171,Ohio,Williams County,36692
3,39,173,Ohio,Wood County,130817
3,39,175,Ohio,Wyandot County,21772
7,40,0,Oklahoma,Oklahoma,3956971
7,40,1,Oklahoma,Adair County,22194
7,40,3,Oklahoma,Alfalfa County,5702
7,40,5,Oklahoma,Atoka County,13758
7,40,7,Oklahoma,Beaver County,5311
7,40,9,Oklahoma,Beckham County,21859
7,40,11,Oklahoma,Blaine County,9429
7,40,13,Oklahoma,Bryan County,47995
7,40,15,Oklahoma,Caddo County,28762
7,40,17,Oklahoma,Canadian County,148306
7,40,19,Oklahoma,Carter County,48111
7,40,21,Oklahoma,Cherokee County,48657
7,40,23,Oklahoma,Choctaw County,14672
7,40,25,Oklahoma,Cimarron County,2137
7,40,27,Oklahoma,Cleveland County,284014
7,40,29,Oklahoma,Coal County,5495
7,40,31,Oklahoma,Comanche County,120749
7,40,33,Oklahoma,Cotton County,5666
7,40,35,Oklahoma,Craig County,14142
7,40,37,Oklahoma,Creek County,71522
7,40,39,Oklahoma,Custer County,29003
7,40,41,Oklahoma,Delaware County,43009
7,40,43,Oklahoma,Dewey County,4891
7,40,45,Oklahoma,Ellis County,3859
7,40,47,Oklahoma,Garfield County,61056
7,40,49,Oklahoma,Garvin County,27711
7,40,51,Oklahoma,Grady County,55834
7,40,53,Oklahoma,Grant County,4333
7,40,55,Oklahoma,Greer County,5712
7,40,57,Oklahoma,Harmon County,2653
7,40,59,Oklahoma,Harper County,3688
7,40,61,Oklahoma,Haskell County,12627
7,40,63,Oklahoma,Hughes County,13279
7,40,65,Oklahoma,Jackson County,24530
7,40,67,Oklahoma,Jefferson County,6002
7,40,69,Oklahoma,Johnston County,11085
7,40,71,Oklahoma,Kay County,43538
7,40,73,Oklahoma,Kingfisher County,15765
7,40,75,Oklahoma,Kiowa County,8708
7,40,77,Oklahoma,Latimer County,10073
7,40,79,Oklahoma,Le Flore County,49853
7,40,81,Oklahoma,Lincoln County,34877
7,40,83,Oklahoma,Logan County,48011
7,40,85,Oklahoma,Love County,10253
7,40,87,Oklahoma,McClain County,40474
7,40,89,Oklahoma,McCurtain County,32832
7,40,91,Oklahoma,McIntosh County,19596
7,40,93,Oklahoma,Major County,7629
7,40,95,Oklahoma,Marshall County,16931
7,40,97,Oklahoma,Mayes County,41100
7,40,99,Oklahoma,Murray County,14073
7,40,101,Oklahoma,Muskogee County,67997
7,40,103,Oklahoma,Noble County,11131
7,40,105,Oklahoma,Nowata County,10076
7,40,107,Oklahoma,Okfuskee County,11993
7,40,109,Oklahoma,Oklahoma County,797434
7,40,111,Oklahoma,Okmulgee County,38465
7,40,113,Oklahoma,Osage County,46963
7,40,115,Oklahoma,Ottawa County,31127
7,40,117,Oklahoma,Pawnee County,16376
7,40,119,Oklahoma,Payne County,81784
7,40,121,Oklahoma,Pittsburg County,43654
7,40,123,Oklahoma,Pontotoc County,38284
7,40,125,Oklahoma,Pottawatomie County,72592
7,40,127,Oklahoma,Pushmataha County,11096
7,40,129,Oklahoma,Roger Mills County,3583
7,40,131,Oklahoma,Rogers County,92459
7,40,133,Oklahoma,Seminole County,24258
7,40,135,Oklahoma,Sequoyah County,41569
7,40,137,Oklahoma,Stephens County,43143
7,40,139,Oklahoma,Texas County,19983
7,40,141,Oklahoma,Tillman County,7250
7,40,143,Oklahoma,Tulsa County,651552
7,40,145,Oklahoma,Wagoner County,81289
7,40,147,Oklahoma,Washington County,51527
7,40,149,Oklahoma,Washita County,10916
7,40,151,Oklahoma,Woods County,8793
7,40,153,Oklahoma,Woodward County,20211
9,41,0,Oregon,Oregon,4217737
9,41,1,Oregon,Baker County,16124
9,41,3,Oregon,Benton County,93053
9,41,5,Oregon,Clackamas County,418187
9,41,7,Oregon,Clatsop County,40224
9,41,9,Oregon,Columbia County,52354
9,41,11,Oregon,Coos County,64487
9,41,13,Oregon,Crook County,24404
9,41,15,Oregon,Curry County,22925
9,41,17,Oregon,Deschutes County,197692
9,41,19,Oregon,Douglas County,110980
9,41,21,Oregon,Gilliam County,1912
9,41,23,Oregon,Grant County,7199
9,41,25,Oregon,Harney County,7393
9,41,27,Oregon,Hood River County,23382
9,41,29,Oregon,Jackson County,220944
9,41,31,Oregon,Jefferson County,24658
9,41,33,Oregon,Josephine County,87487
9,41,35,Oregon,Klamath County,68238
9,41,37,Oregon,Lake County,7869
9,41,39,Oregon,Lane County,382067
9,41,41,Oregon,Lincoln County,49962
9,41,43,Oregon,Linn County,129749
9,41,45,Oregon,Malheur County,30571
9,41,47,Oregon,Marion County,347818
9,41,49,Oregon,Morrow County,11603
9,41,51,Oregon,Multnomah County,812855
9,41,53,Oregon,Polk County,86085
9,41,55,Oregon,Sherman County,1780
9,41,57,Oregon,Tillamook County,27036
9,41,59,Oregon,Umatilla County,77950
9,41,61,Oregon,Union County,26835
9,41,63,Oregon,Wallowa County,7208
9,41,65,Oregon,Wasco County,26682
9,41,67,Oregon,Washington County,601592
9,41,69,Oregon,Wheeler County,1332
9,41,71,Oregon,Yamhill County,107100
2,42,0,Pennsylvania,Pennsylvania,12801989
2,42,1,Pennsylvania,Adams County,103009
2,42,3,Pennsylvania,Allegheny County,1216045
2,42,5,Pennsylvania,Armstrong County,64735
2,42,7,Pennsylvania,Beaver County,163929
2,42,9,Pennsylvania,Bedford County,47888
2,42,11,Pennsylvania,Berks County,421164
2,42,13,Pennsylvania,Blair County,121829
2,42,15,Pennsylvania,Bradford County,60323
2,42,17,Pennsylvania,Bucks County,628270
2,42,19,Pennsylvania,Butler County,187853
2,42,21,Pennsylvania,Cambria County,130192
2,42,23,Pennsylvania,Cameron County,4447
2,42,25,Pennsylvania,Carbon County,64182
2,42,27,Pennsylvania,Centre County,162385
2,42,29,Pennsylvania,Chester County,524989
2,42,31,Pennsylvania,Clarion County,38438
2,42,33,Pennsylvania,Clearfield County,79255
2,42,35,Pennsylvania,Clinton County,38632
2,42,37,Pennsylvania,Columbia County,64964
2,42,39,Pennsylvania,Crawford County,84629
2,42,41,Pennsylvania,Cumberland County,253370
2,42,43,Pennsylvania,Dauphin County,278299
2,42,45,Pennsylvania,Delaware County,566747
2,42,47,Pennsylvania,Elk County,29910
2,42,49,Pennsylvania,Erie County,269728
2,42,51,Pennsylvania,Fayette County,129274
2,42,53,Pennsylvania,Forest County,7247
2,42,55,Pennsylvania,Franklin County,155027
2,42,57,Pennsylvania,Fulton County,14530
2,42,59,Pennsylvania,Greene County,36233
2,42,61,Pennsylvania,Huntingdon County,45144
2,42,63,Pennsylvania,Indiana County,84073
2,42,65,Pennsylvania,Jefferson County,43425
2,42,67,Pennsylvania,Juniata County,24763
2,42,69,Pennsylvania,Lackawanna County,209674
2,42,71,Pennsylvania,Lancaster County,545724
2,42,73,Pennsylvania,Lawrence County,85512
2,42,75,Pennsylvania,Lebanon County,141793
2,42,77,Pennsylvania,Lehigh County,369318
2,42,79,Pennsylvania,Luzerne County,317417
2,42,81,Pennsylvania,Lycoming County,113299
2,42,83,Pennsylvania,McKean County,40625
2,42,85,Pennsylvania,Mercer County,109424
2,42,87,Pennsylvania,Mifflin County,46138
2,42,89,Pennsylvania,Monroe County,170271
2,42,91,Pennsylvania,Montgomery County,830915
2,42,93,Pennsylvania,Montour County,18230
2,42,95,Pennsylvania,Northampton County,305285
2,42,97,Pennsylvania,Northumberland County,90843
2,42,99,Pennsylvania,Perry County,46272
2,42,101,Pennsylvania,Philadelphia County,1584064
2,42,103,Pennsylvania,Pike County,55809
2,42,105,Pennsylvania,Potter County,16526
2,42,107,Pennsylvania,Schuylkill County,141359
2,42,109,Pennsylvania,Snyder County,40372
2,42,111,Pennsylvania,Somerset County,73447
2,42,113,Pennsylvania,Sullivan County,6066
2,42,115,Pennsylvania,Susquehanna County,40328
2,42,117,Pennsylvania,Tioga County,40591
2,42,119,Pennsylvania,Union County,44923
2,42,121,Pennsylvania,Venango County,50668
2,42,123,Pennsylvania,Warren County,39191
2,42,125,Pennsylvania,Washington County,206865
2,42,127,Pennsylvania,Wayne County,51361
2,42,129,Pennsylvania,Westmoreland County,348899
2,42,131,Pennsylvania,Wyoming County,26794
2,42,133,Pennsylvania,York County,449058
1,44,0,Rhode Island,Rhode Island,1059361
1,44,1,Rhode Island,Bristol County,48479
1,44,3,Rhode Island,Kent County,164292
1,44,5,Rhode Island,Newport County,82082
1,44,7,Rhode Island,Providence County,638931
1,44,9,Rhode Island,Washington County,125577
5,45,0,South Carolina,South Carolina,5148714
5,45,1,South Carolina,Abbeville County,24527
5,45,3,South Carolina,Aiken County,170872
5,45,5,South Carolina,Allendale County,8688
5,45,7,South Carolina,Anderson County,202558
5,45,9,South Carolina,Bamberg County,14066
5,45,11,South Carolina,Barnwell County,20866
5,45,13,South Carolina,Beaufort County,192122
5,45,15,South Carolina,Berkeley County,227907
5,45,17,South Carolina,Calhoun County,14553
5,45,19,South Carolina,Charleston County,411406
5,45,21,South Carolina,Cherokee County,57300
5,45,23,South Carolina,Chester County,32244
5,45,25,South Carolina,Chesterfield County,45650
5,45,27,South Carolina,Clarendon County,33745
5,45,29,South Carolina,Colleton County,37677
5,45,31,South Carolina,Darlington County,66618
5,45,33,South Carolina,Dillon County,30479
5,45,35,South Carolina,Dorchester County,162809
5,45,37,South Carolina,Edgefield County,27260
5,45,39,South Carolina,Fairfield County,22347
5,45,41,South Carolina,Florence County,138293
5,45,43,South Carolina,Georgetown County,62680
5,45,45,South Carolina,Greenville County,523542
5,45,47,South Carolina,Greenwood County,70811
5,45,49,South Carolina,Hampton County,19222
5,45,51,South Carolina,Horry County,354081
5,45,53,South Carolina,Jasper County,30073
5,45,55,South Carolina,Kershaw County,66551
5,45,57,South Carolina,Lancaster County,98012
5,45,59,South Carolina,Laurens County,67493
5,45,61,South Carolina,Lee County,16828
5,45,63,South Carolina,Lexington County,298750
5,45,65,South Carolina,McCormick County,9463
5,45,67,South Carolina,Marion County,30657
5,45,69,South Carolina,Marlboro County,26118
5,45,71,South Carolina,Newberry County,38440
5,45,73,South Carolina,Oconee County,79546
5,45,75,South Carolina,Orangeburg County,86175
5,45,77,South Carolina,Pickens County,126884
5,45,79,South Carolina,Richland County,415759
5,45,81,South Carolina,Saluda County,20473
5,45,83,South Carolina,Spartanburg County,319785
5,45,85,South Carolina,Sumter County,106721
5,45,87,South Carolina,Union County,27316
5,45,89,South Carolina,Williamsburg County,30368
5,45,91,South Carolina,York County,280979
4,46,0,South Dakota,South Dakota,884659
4,46,3,South Dakota,Aurora County,2751
4,46,5,South Dakota,Beadle County,18453
4,46,7,South Dakota,Bennett County,3365
4,46,9,South Dakota,Bon Homme County,6901
4,46,11,South Dakota,Brookings County,35077
4,46,13,South Dakota,Brown County,38839
4,46,15,South Dakota,Brule County,5297
4,46,17,South Dakota,Buffalo County,1962
4,46,19,South Dakota,Butte County,10429
4,46,21,South Dakota,Campbell County,1376
4,46,23,South Dakota,Charles Mix County,9292
4,46,25,South Dakota,Clark County,3736
4,46,27,South Dakota,Clay County,14070
4,46,29,South Dakota,Codington County,28009
4,46,31,South Dakota,Corson County,4086
4,46,33,South Dakota,Custer County,8972
4,46,35,South Dakota,Davison County,19775
4,46,37,South Dakota,Day County,5424
4,46,39,South Dakota,Deuel County,4351
4,46,41,South Dakota,Dewey County,5892
4,46,43,South Dakota,Douglas County,2921
4,46,45,South Dakota,Edmunds County,3829
4,46,47,South Dakota,Fall River County,6713
4,46,49,South Dakota,Faulk County,2299
4,46,51,South Dakota,Grant County,7052
4,46,53,South Dakota,Gregory County,4185
4,46,55,South Dakota,Haakon County,1899
4,46,57,South Dakota,Hamlin County,6164
4,46,59,South Dakota,Hand County,3191
4,46,61,South Dakota,Hanson County,3453
4,46,63,South Dakota,Harding County,1298
4,46,65,South Dakota,Hughes County,17526
4,46,67,South Dakota,Hutchinson County,7291
4,46,69,South Dakota,Hyde County,1301
4,46,71,South Dakota,Jackson County,3344
4,46,73,South Dakota,Jerauld County,2013
4,46,75,South Dakota,Jones County,903
4,46,77,South Dakota,Kingsbury County,4939
4,46,79,South Dakota,Lake County,12797
4,46,81,South Dakota,Lawrence County,25844
4,46,83,South Dakota,Lincoln County,61128
4,46,85,South Dakota,Lyman County,3781
4,46,87,South Dakota,McCook County,5586
4,46,89,South Dakota,McPherson County,2379
4,46,91,South Dakota,Marshall County,4935
4,46,93,South Dakota,Meade County,28332
4,46,95,South Dakota,Mellette County,2061
4,46,97,South Dakota,Miner County,2216
4,46,99,South Dakota,Minnehaha County,193134
4,46,101,South Dakota,Moody County,6576
4,46,102,South Dakota,Oglala Lakota County,14177
4,46,103,South Dakota,Pennington County,113775
4,46,105,South Dakota,Perkins County,2865
4,46,107,South Dakota,Potter County,2153
4,46,109,South Dakota,Roberts County,10394
4,46,111,South Dakota,Sanborn County,2344
4,46,115,South Dakota,Spink County,6376
4,46,117,South Dakota,Stanley County,3098
4,46,119,South Dakota,Sully County,1391
4,46,121,South Dakota,Todd County,10177
4,46,123,South Dakota,Tripp County,5441
4,46,125,South Dakota,Turner County,8384
4,46,127,South Dakota,Union County,15932
4,46,129,South Dakota,Walworth County,5435
4,46,135,South Dakota,Yankton County,22814
4,46,137,South Dakota,Ziebach County,2756
6,47,0,Tennessee,Tennessee,6829174
6,47,1,Tennessee,Anderson County,76978
6,47,3,Tennessee,Bedford County,49713
6,47,5,Tennessee,Benton County,16160
6,47,7,Tennessee,Bledsoe County,15064
6,47,9,Tennessee,Blount County,133088
6,47,11,Tennessee,Bradley County,108110
6,47,13,Tennessee,Campbell County,39842
6,47,15,Tennessee,Cannon County,14678
6,47,17,Tennessee,Carroll County,27767
6,47,19,Tennessee,Carter County,56391
6,47,21,Tennessee,Cheatham County,40667
6,47,23,Tennessee,Chester County,17297
6,47,25,Tennessee,Claiborne County,31959
6,47,27,Tennessee,Clay County,7615
6,47,29,Tennessee,Cocke County,36004
6,47,31,Tennessee,Coffee County,56520
6,47,33,Tennessee,Crockett County,14230
6,47,35,Tennessee,Cumberland County,60520
6,47,37,Tennessee,Davidson County,694144
6,47,39,Tennessee,Decatur County,11663
6,47,41,Tennessee,DeKalb County,20490
6,47,43,Tennessee,Dickson County,53948
6,47,45,Tennessee,Dyer County,37159
6,47,47,Tennessee,Fayette County,41133
6,47,49,Tennessee,Fentress County,18523
6,47,51,Tennessee,Franklin County,42208
6,47,53,Tennessee,Gibson County,49133
6,47,55,Tennessee,Giles County,29464
6,47,57,Tennessee,Grainger County,23320
6,47,59,Tennessee,Greene County,69069
6,47,61,Tennessee,Grundy County,13427
6,47,63,Tennessee,Hamblen County,64934
6,47,65,Tennessee,Hamilton County,367804
6,47,67,Tennessee,Hancock County,6620
6,47,69,Tennessee,Hardeman County,25050
6,47,71,Tennessee,Hardin County,25652
6,47,73,Tennessee,Hawkins County,56786
6,47,75,Tennessee,Haywood County,17304
6,47,77,Tennessee,Henderson County,28117
6,47,79,Tennessee,Henry County,32345
6,47,81,Tennessee,Hickman County,25178
6,47,83,Tennessee,Houston County,8201
6,47,85,Tennessee,Humphreys County,18582
6,47,87,Tennessee,Jackson County,11786
6,47,89,Tennessee,Jefferson County,54495
6,47,91,Tennessee,Johnson County,17788
6,47,93,Tennessee,Knox County,470313
6,47,95,Tennessee,Lake County,7016
6,47,97,Tennessee,Lauderdale County,25633
6,47,99,Tennessee,Lawrence County,44142
6,47,101,Tennessee,Lewis County,12268
6,47,103,Tennessee,Lincoln County,34366
6,47,105,Tennessee,Loudon County,54068
6,47,107,Tennessee,McMinn County,53794
6,47,109,Tennessee,McNairy County,25694
6,47,111,Tennessee,Macon County,24602
6,47,113,Tennessee,Madison County,97984
6,47,115,Tennessee,Marion County,28907
6,47,117,Tennessee,Marshall County,34375
